date,value
2005-01-03,48.275028228759766
2005-01-04,47.240196228027344
2005-01-05,46.29598617553711
2005-01-06,46.541481018066406
2005-01-07,46.024051666259766
2005-01-10,46.49237060546875
2005-01-11,45.92585372924805
2005-01-12,46.11468124389648
2005-01-13,45.97496032714844
2005-01-14,46.4130744934082
2005-01-18,46.964481353759766
2005-01-19,46.29220581054688
2005-01-20,46.01650238037109
2005-01-21,45.91074752807617
2005-01-24,45.55950546264648
2005-01-25,45.67657852172852
2005-01-26,46.284664154052734
2005-01-27,46.41685485839844
2005-01-28,46.37906265258789
2005-01-31,46.92294692993164
2005-02-01,47.18729782104492
2005-02-02,47.54609680175781
2005-02-03,47.28549575805664
2005-02-04,47.882232666015625
2005-02-07,47.87091064453125
2005-02-08,47.98799896240234
2005-02-09,46.964481353759766
2005-02-10,47.04756927490234
2005-02-11,47.81425094604492
2005-02-14,47.772708892822266
2005-02-15,47.81425094604492
2005-02-16,47.95778274536133
2005-02-17,47.534759521484375
2005-02-18,47.41769027709961
2005-02-22,46.49237060546875
2005-02-23,46.76806640625
2005-02-24,47.20618438720703
2005-02-25,47.99177169799805
2005-02-28,47.69338607788086
2005-03-01,48.05974960327149
2005-03-02,47.97287368774414
2005-03-03,48.014434814453125
2005-03-04,48.60359573364258
2005-03-07,48.48273468017578
2005-03-08,48.0219841003418
2005-03-09,47.47811126708984
2005-03-10,47.27416229248047
2005-03-11,47.240196228027344
2005-03-14,47.59520721435547
2005-03-15,47.27416229248047
2005-03-16,47.00979232788086
2005-03-17,47.00979232788086
2005-03-18,46.75672912597656
2005-03-21,46.81339263916016
2005-03-22,46.49237060546875
2005-03-23,46.1524658203125
2005-03-24,46.32242202758789
2005-03-28,46.34139251708984
2005-03-29,45.67748260498047
2005-03-30,46.34897613525391
2005-03-31,46.34139251708984
2005-04-01,46.147911071777344
2005-04-04,46.318634033203125
2005-04-05,46.40210723876953
2005-04-06,46.54625701904297
2005-04-07,46.728363037109375
2005-04-08,46.0189208984375
2005-04-11,45.79129409790039
2005-04-12,46.219993591308594
2005-04-13,45.3929443359375
2005-04-14,44.4824333190918
2005-04-15,43.87163925170898
2005-04-18,44.15235900878906
2005-04-19,44.88077545166016
2005-04-20,44.17892456054688
2005-04-21,45.26016616821289
2005-04-22,44.527957916259766
2005-04-25,44.93770217895508
2005-04-26,44.304107666015625
2005-04-27,44.28514862060547
2005-04-28,43.15458297729492
2005-04-29,43.719871520996094
2005-05-02,44.16754150390625
2005-05-03,44.38759994506836
2005-05-04,44.88077545166016
2005-05-05,44.873191833496094
2005-05-06,45.03251266479492
2005-05-09,45.46502304077149
2005-05-10,44.92251968383789
2005-05-11,44.945274353027344
2005-05-12,44.2358283996582
2005-05-13,44.07648086547852
2005-05-16,44.75559616088867
2005-05-17,45.02115631103516
2005-05-18,45.92406463623047
2005-05-19,46.03789520263672
2005-05-20,45.98098373413086
2005-05-23,46.28448486328125
2005-05-24,46.09480285644531
2005-05-25,45.74955749511719
2005-05-26,46.38692474365234
2005-05-27,46.64489364624024
2005-05-31,46.54625701904297
2005-06-01,47.07360458374024
2005-06-02,47.20258712768555
2005-06-03,46.85735321044922
2005-06-06,47.031883239746094
2005-06-07,47.12672424316406
2005-06-08,46.82700729370117
2005-06-09,47.28607940673828
2005-06-10,47.38469696044922
2005-06-13,47.59716033935547
2005-06-14,48.00688552856445
2005-06-15,48.13585662841797
2005-06-16,48.60630035400391
2005-06-17,48.575950622558594
2005-06-20,48.42842102050781
2005-06-21,48.56530380249024
2005-06-22,48.67939376831055
2005-06-23,47.82001876831055
2005-06-24,47.31047821044922
2005-06-27,47.43216323852539
2005-06-28,48.169864654541016
2005-06-29,48.55009460449219
2005-06-30,48.44361877441406
2005-07-01,48.65657424926758
2005-07-05,49.4246711730957
2005-07-06,48.97597122192383
2005-07-07,49.11286544799805
2005-07-08,50.16994857788086
2005-07-11,50.78594970703125
2005-07-12,50.62624740600586
2005-07-13,50.51218795776367
2005-07-14,50.14713287353516
2005-07-15,50.19275665283203
2005-07-18,49.90378952026367
2005-07-19,50.60342788696289
2005-07-20,51.21944808959961
2005-07-21,50.4209213256836
2005-07-22,51.196624755859375
2005-07-25,50.86199569702149
2005-07-26,51.01410675048828
2005-07-27,51.158573150634766
2005-07-28,51.68334197998047
2005-07-29,51.63011169433594
2005-08-01,51.60728073120117
2005-08-02,51.9951400756836
2005-08-03,51.736576080322266
2005-08-04,50.86961364746094
2005-08-05,50.16994857788086
2005-08-08,49.99503707885742
2005-08-09,50.071102142333984
2005-08-10,50.00264739990234
2005-08-11,50.436126708984375
2005-08-12,49.827735900878906
2005-08-15,50.36006546020508
2005-08-16,49.47790145874024
2005-08-17,49.41704559326172
2005-08-18,49.25735855102539
2005-08-19,49.51593399047852
2005-08-22,49.79731369018555
2005-08-23,49.789695739746094
2005-08-24,49.59196853637695
2005-08-25,49.86574935913086
2005-08-26,49.052024841308594
2005-08-29,49.713661193847656
2005-08-30,49.49312210083008
2005-08-31,50.59580993652344
2005-09-01,50.59580993652344
2005-09-02,50.32206344604492
2005-09-06,51.074951171875
2005-09-07,51.227027893066406
2005-09-08,50.93806838989258
2005-09-09,51.2498664855957
2005-09-12,51.47799301147461
2005-09-13,51.08253479003906
2005-09-14,50.49696731567383
2005-09-15,50.32206344604492
2005-09-16,50.907623291015625
2005-09-19,50.66427993774414
2005-09-20,49.93419647216797
2005-09-21,49.1280632019043
2005-09-22,49.37905502319336
2005-09-23,49.72079086303711
2005-09-26,50.056434631347656
2005-09-27,49.88860702514648
