strategy_vol_annual,strategy_sharpe_annual,strategy_max_drawdown,strategy_avg_year_return,SP500_vol_annual,SP500_sharpe_annual,SP500_max_drawdown,SP500_avg_year_return,GOLD_vol_annual,GOLD_sharpe_annual,GOLD_max_drawdown,GOLD_avg_year_return,cum_transaction_cost,cum_ter_cost,initial_capital,final_wealth,total_return,nb_switch_sp500,nb_switch_gold_oz_usd,nb_switch_nasdaq_100
0.11293610042162586,0.969469872574139,0.19837517442147048,0.10948814688477376,0.19038717702257882,0.629436318485667,0.5518944354328249,0.11983660379197099,0.17669804252736915,0.7064533374296699,0.45555012734256844,0.12482892186074966,0.3148,0.02979464285714286,1000.0,8712.400189403903,7.712400189403903,15.0,47.0,21.0
