strategy_vol_annual,strategy_sharpe_annual,strategy_max_drawdown,strategy_avg_year_return,SP500_vol_annual,SP500_sharpe_annual,SP500_max_drawdown,SP500_avg_year_return,GOLD_vol_annual,GOLD_sharpe_annual,GOLD_max_drawdown,GOLD_avg_year_return,cum_transaction_cost,cum_ter_cost,nb_switch_sp500,nb_switch_gold
0.12416196597508015,0.9575723653847348,0.2891452209997683,0.11889406744957648,0.14834408080567169,0.6405762513409382,0.5255585947031325,0.09502569519111441,0.16715458621907442,0.7500620619750084,0.420125759459598,0.1253763136080583,0.39270000000000016,0.05346750000000028,19,23
